Country,Code,Year,Meat_total
Pakistan,PAK,29,2865591.2
Saint Lucia,LCA,29,2928.92
Iceland,ISL,29,29881.97
Cameroon,CMR,29,299489.7
Micronesia (FAO),,29,34.28
East Timor,TLS,29,388.24
Guatemala,GTM,29,321875.8
Western Africa (FAO),,29,3288816.2
United Kingdom,GBR,29,3335871.5
Gabon,GAB,29,35833.2
Sierra Leone,SLE,29,36511.4
Paraguay,PRY,29,38588.62
Eastern Africa (FAO),,29,3919.5
Tanzania,TZA,29,39281.4
Eritrea,ERI,29,39374.45
Finland,FIN,29,395143.28
Italy,ITA,29,3971899.8
Uganda,UGA,29,4214.6
Saint Kitts and Nevis,KNA,29,44.95
Samoa,WSM,29,4152.86
Chad,TCD,29,45155.72
Greece,GRC,29,45491.1
Serbia,SRB,29,459397.3
Papua New Guinea,PNG,29,461265.1
Northern Africa (FAO),,29,47346.5
Mauritius,MUS,29,4797.24
Melanesia,OWID_MNS,29,496197.78
Dominican Republic,DOM,29,526754.8
Argentina,ARG,29,5357214.5
Cape Verde,CPV,29,565.65
Equatorial Guinea,GNQ,29,567.26
France,FRA,29,577796.5
Cook Islands,COK,29,58.33
Oceania,,29,5865897.5
Oceania (FAO),,29,5865897.5
Bangladesh,BGD,29,59358.5
Algeria,DZA,29,6914.9
Togo,TGO,29,61131.93
Burkina Faso,BFA,29,627585.1
Benin,BEN,29,6381.17
Trinidad and Tobago,TTO,29,63128.8
Bolivia,BOL,29,63622.2
Ethiopia,ETH,29,663857.44
Israel,ISR,29,672429.4
Tajikistan,TJK,29,67288.97
Rwanda,RWA,29,68783.54
Kenya,KEN,29,72768.3
Vanuatu,VUT,29,736.37
Armenia,ARM,29,769.81
Puerto Rico,PRI,29,7837.74
Zimbabwe,ZWE,29,721656.7
Niue,NIU,29,73.86
Botswana,BWA,29,73561.75
Uzbekistan,UZB,29,765857.2
Namibia,NAM,29,76843.93
Nauru,NRU,29,77.75
Northern Europe (FAO),,29,773651.5
Kazakhstan,KAZ,29,79485.9
Guinea,GIN,29,81861.2
Land Locked Developing Countries (FAO),,29,839572.5
Portugal,PRT,29,832546.7
Maldives,MDV,29,833.1
Latvia,LVA,29,83496.87
Morocco,MAR,29,85927.1
Montenegro,MNE,29,8556.84
Ireland,IRL,29,88449.2
Albania,ALB,29,9221.15
Kuwait,KWT,29,9598.75
Saint Vincent and the Grenadines,VCT,21,132.4
Grenada,GRD,21,1347.4
Dominica,DMA,21,1365.1
Antigua and Barbuda,ATG,21,48
Faroe Islands,FRO,21,66
Kiribati,KIR,21,1648
French Polynesia,PYF,21,233
Solomon Islands,SLB,21,3388
New Caledonia,NCL,21,6492
Bahamas,BHS,21,7147
Djibouti,DJI,21,11244
Malta,MLT,21,13699
Barbados,BRB,21,1749
Fiji,FJI,21,21587
North Macedonia,MKD,21,23336
Eswatini,SWZ,21,2499
Guyana,GUY,21,28285
Iceland,ISL,21,3423
Tokelau,TKL,21,24.3
Georgia,GEO,21,564
Oman,OMN,21,62984
Palestine,PSE,21,64185
Estonia,EST,21,7542
Bosnia and Herzegovina,BIH,21,7625
Kuwait,KWT,21,7941
Albania,ALB,21,9144
Cyprus,CYP,21,95847
Moldova,MDA,21,11125
Malawi,MWI,21,112344
Jamaica,JAM,21,114867
United Arab Emirates,ARE,21,1396
Comoros,COM,21,2284.5
Slovenia,SVN,21,14344
Slovakia,SVK,21,176539
Libya,LBY,21,1825
Kyrgyzstan,KGZ,21,18785
Somalia,SOM,21,188915
Lithuania,LTU,21,196625
Honduras,HND,21,25653
Cambodia,KHM,21,25872
Democratic Republic of Congo,COD,21,226552
Panama,PAN,21,234683
Nepal,NPL,21,248573
Azerbaijan,AZE,21,251911
Cuba,CUB,21,28229
Tunisia,TUN,21,285819
Yemen,YEM,21,323496
North Korea,PRK,21,3241
Afghanistan,AFG,21,32816
Norway,NOR,21,341446
Syria,SYR,21,421142
Switzerland,CHE,21,471671
Sweden,SWE,21,539415
Saudi Arabia,SAU,21,76984
Hungary,HUN,21,86981
Austria,AUT,21,9259
Belarus,BLR,21,9714
Romania,ROU,21,16687
Sudan (former),,21,13843
Chile,CHL,21,132678
Taiwan,TWN,21,151292
Venezuela,VEN,21,176188
Belgium,BEL,21,1816
Colombia,COL,21,238561
Turkey,TUR,21,236157
Indonesia,IDN,21,2365589
Thailand,THA,21,2396252
Netherlands,NLD,21,2553316
Southern Africa (FAO),,21,2978317
Vietnam,VNM,21,2982197
Poland,POL,21,35836
Australia,AUS,21,447952
Italy,ITA,21,46642
Canada,CAN,21,44463
Northern Africa (FAO),,21,4957933
Low-income countries,,21,525373
Spain,ESP,21,5447134
Mexico,MEX,21,587672
Oceania,,21,587522
Western Asia (FAO),,21,5939542
India,IND,21,667241
Russia,RUS,21,716686
Northern Europe (FAO),,21,811675
Land Locked Developing Countries (FAO),,21,8819925
Least Developed Countries (FAO),,21,125345
Low Income Food Deficit Countries (FAO),,21,1663568
Southern Europe (FAO),,21,1185432
Southern Asia (FAO),,21,1346129
South-eastern Asia (FAO),,21,1469415
Africa,,21,1594983
Eastern Europe (FAO),,21,16813232
Africa (FAO),,21,16943386
Western Europe (FAO),,21,19776452
Net Food Importing Developing Countries (FAO),,21,22577114
Brazil,BRA,21,234821
Lower-middle-income countries,,21,3565696
South America,,21,373782
South America (FAO),,21,373782
European Union (27),,21,4124352
European Union (27) (FAO),,21,4124352
United States,USA,21,4195275
Northern America (FAO),,21,4639338
North America,,21,54757716
Europe (FAO),,21,565579
Europe,,21,5664664
China,CHN,21,792914
China (FAO),,21,889861
Eastern Asia (FAO),,21,86676424
Americas (FAO),,21,92128536
High-income countries,,21,1842337
Asia,,21,12282185
Asia (FAO),,21,12291774
Upper-middle-income countries,,21,1449378
World,OWID_WRL,21,29441565
Mauritania,MRT,21,195.11
Haiti,HTI,21,13838.69
Singapore,SGP,21,11296.58
Caribbean (FAO),,21,1131955.1
Macao,MAC,21,1168.51
Mali,MLI,21,117112.5
Sao Tome and Principe,STP,21,1223.85
Seychelles,SYC,21,1244.88
Micronesia (country),FSM,21,1278.14
Laos,LAO,21,1324.67
New Zealand,NZL,21,1331925.4
Peru,PER,21,138611.5
Nigeria,NGA,21,1399115.5
Lebanon,LBN,21,1484.12
Sri Lanka,LKA,21,143564.97
El Salvador,SLV,21,145944.97
Middle Africa (FAO),,21,1463487.5
Madagascar,MDG,21,149522.8
Mozambique,MOZ,21,149811.83
Malaysia,MYS,21,1546663.5
Central African Republic,CAF,21,157694.7
Suriname,SUR,21,1589.84
Niger,NER,21,158647.67
Belize,BLZ,21,166.32
Iraq,IRQ,21,166119.73
Senegal,SEN,21,16673.42
Tuvalu,TUV,21,167.63
Hong Kong,HKG,21,176496.45
Egypt,EGY,21,1981.4
Small Island Developing States (FAO),,21,191915.6
Luxembourg,LUX,21,19884.18
Myanmar,MMR,21,199964.8
Denmark,DNK,21,1993436.9
Qatar,QAT,21,248.72
South Korea,KOR,21,21783.8
Mongolia,MNG,21,2335.81
Ukraine,UKR,21,213291.8
Croatia,HRV,21,21621.1
Angola,AGO,21,21726.66
Jordan,JOR,21,217564.77
Brunei,BRN,21,21851.9
Central Asia (FAO),,21,225192.2
Bulgaria,BGR,21,2212.98
Bhutan,BTN,21,2216.79
Burundi,BDI,21,22422.33
Ghana,GHA,21,224567.11
Tonga,TON,21,2261.34
Nicaragua,NIC,21,233543.38
Cote d'Ivoire,CIV,21,238597.98
Bahrain,BHR,21,23898.95
Iran,IRN,21,242327.2
Guinea-Bissau,GNB,21,24334.9
Costa Rica,CRI,21,25997.92
Zambia,ZMB,21,265615.25
South Africa,ZAF,21,278357.5
Saint Lucia,LCA,21,2845.41
Philippines,PHL,21,296247.5
Turkmenistan,TKM,21,293923.12
Cameroon,CMR,21,295263.8
Pakistan,PAK,21,298191.2
Micronesia (FAO),,21,33.67
Liberia,LBR,21,3657.3
East Timor,TLS,21,31666.22
Japan,JPN,21,3233368.8
Guatemala,GTM,21,328311.78
Western Africa (FAO),,21,3368741.5
United Kingdom,GBR,21,3533312.8
Gabon,GAB,21,36292.19
Finland,FIN,21,386526.9
Sierra Leone,SLE,21,395.2
Eritrea,ERI,21,39817.25
Saint Kitts and Nevis,KNA,21,4.4
Eastern Africa (FAO),,21,417497.2
Paraguay,PRY,21,41865.7
Uganda,UGA,21,42172.16
Papua New Guinea,PNG,21,443194.3
Tanzania,TZA,21,446931.6
Greece,GRC,21,45139.88
Dominican Republic,DOM,21,46685.28
Samoa,WSM,21,4635.78
Argentina,ARG,21,4721922.5
Serbia,SRB,21,473741.3
Chad,TCD,21,47754.62
Melanesia,OWID_MNS,21,482551.25
Togo,TGO,21,49997.62
Mauritius,MUS,21,5678.16
Congo,COG,21,51317.82
Equatorial Guinea,GNQ,21,575.8
Cook Islands,COK,21,581.33
France,FRA,21,58123.5
Cape Verde,CPV,21,587.72
Oceania (FAO),,21,5875219.5
Czechia,CZE,21,62891.1
Bangladesh,BGD,21,67355.3
Algeria,DZA,21,612775.1
Uruguay,URY,21,641178.44
Burkina Faso,BFA,21,648263.56
Benin,BEN,21,64932.95
Puerto Rico,PRI,21,67933.5
Kenya,KEN,21,685553.25
Israel,ISR,21,693884.7
Armenia,ARM,21,69484.25
Trinidad and Tobago,TTO,21,7115.9
Bolivia,BOL,21,72566.8
Tajikistan,TJK,21,7551.62
Central America (FAO),,21,7232379.5
Ethiopia,ETH,21,749178.6
Nauru,NRU,21,77.52
Namibia,NAM,21,77314.28
Vanuatu,VUT,21,7889.95
Zimbabwe,ZWE,21,79343.5
Latvia,LVA,21,8134.76
Uzbekistan,UZB,21,818361.7
Germany,DEU,21,8185291.5
Botswana,BWA,21,8321.87
Kazakhstan,KAZ,21,83455.75
Maldives,MDV,21,837.55
Portugal,PRT,21,839127.56
Niue,NIU,21,84.8
Rwanda,RWA,21,8458.59
Ecuador,ECU,21,848422.25
Montenegro,MNE,21,8657.23
Gambia,GMB,21,8776.69
Guinea,GIN,21,9263.66
Morocco,MAR,21,93335.5
Ireland,IRL,21,933328.5
Lesotho,LSO,21,9375.38
Polynesia,OWID_PYA,21,9787.45
Saint Vincent and the Grenadines,VCT,211,1177.4
Dominica,DMA,211,1383.8
Antigua and Barbuda,ATG,211,367
Faroe Islands,FRO,211,624
Maldives,MDV,211,84
Sao Tome and Principe,STP,211,89
Grenada,GRD,211,135
Kiribati,KIR,211,1665
French Polynesia,PYF,211,1888
Solomon Islands,SLB,211,3368
Cape Verde,CPV,211,4981
New Caledonia,NCL,211,6615
Gambia,GMB,211,868
Djibouti,DJI,211,11259
Malta,MLT,211,12946
Barbados,BRB,211,17598
Bhutan,BTN,211,1952.9
North Macedonia,MKD,211,21632
Eswatini,SWZ,211,25736
Fiji,FJI,211,27524
Iceland,ISL,211,367
Liberia,LBR,211,32498
Eritrea,ERI,211,4482
Tokelau,TKL,211,24.3
Georgia,GEO,211,4927
Congo,COG,211,57281
Oman,OMN,211,6443
Benin,BEN,211,68143
Trinidad and Tobago,TTO,211,68865
Palestine,PSE,211,73657
Namibia,NAM,211,7814
Latvia,LVA,211,7975
Estonia,EST,211,8613
Kuwait,KWT,211,86431
Bosnia and Herzegovina,BIH,211,877
Albania,ALB,211,9334
Cyprus,CYP,211,93812
Guinea,GIN,211,98196
Mauritania,MRT,211,1364
Jamaica,JAM,211,11448
Moldova,MDA,211,118254
Mali,MLI,211,119952
United Arab Emirates,ARE,211,132345
Slovenia,SVN,211,134591
Tonga,TON,211,2271.7
El Salvador,SLV,211,14453
Comoros,COM,211,2297.5
Niger,NER,211,158222
Malawi,MWI,211,162922
Libya,LBY,211,18155
Kyrgyzstan,KGZ,211,19396
Somalia,SOM,211,1964
Lithuania,LTU,211,198871
Mongolia,MNG,211,2993
Cambodia,KHM,211,218
Angola,AGO,211,229545
Ghana,GHA,211,23784
Panama,PAN,211,254372
Azerbaijan,AZE,211,262192
Tunisia,TUN,211,274434
Nepal,NPL,211,277625
Cuba,CUB,211,292554
Afghanistan,AFG,211,335664
Saint Lucia,LCA,211,282.1
North Korea,PRK,211,339985
Norway,NOR,211,34285
Yemen,YEM,211,351132
Finland,FIN,211,3911
Micronesia (FAO),,211,387.1
Syria,SYR,211,4453
Switzerland,CHE,211,476181
Tanzania,TZA,211,49629
Sweden,SWE,211,533917
Czechia,CZE,211,564441
Uruguay,URY,211,621341
Saudi Arabia,SAU,211,681844
Kenya,KEN,211,682684
Ethiopia,ETH,211,73181
Zimbabwe,ZWE,211,833493
Hungary,HUN,211,877578
Austria,AUT,211,917991
Morocco,MAR,211,974399
Romania,ROU,211,997693
Belarus,BLR,211,121
Sudan (former),,211,164
Taiwan,TWN,211,1554761
Belgium,BEL,211,178981
Venezuela,VEN,211,1884997
Small Island Developing States (FAO),,211,1989599
Vanuatu,VUT,211,7642.3
Thailand,THA,211,248452
Indonesia,IDN,211,255387
Netherlands,NLD,211,2659756
Pakistan,PAK,211,313294
Japan,JPN,211,3153784
United Kingdom,GBR,211,36128
Poland,POL,211,365257
Australia,AUS,211,494575
Canada,CAN,211,4353612
Argentina,ARG,211,4781299
Northern Africa (FAO),,211,5118626
Low-income countries,,211,5461127
Spain,ESP,211,5659727
Oceania,,211,5917824
Oceania (FAO),,211,5917824
Mexico,MEX,211,598144
India,IND,211,7134
Central America (FAO),,211,7462137
Russia,RUS,211,7519463
Germany,DEU,211,8322638
Land Locked Developing Countries (FAO),,211,9147576
Least Developed Countries (FAO),,211,1717261
Low Income Food Deficit Countries (FAO),,211,1113698
Southern Europe (FAO),,211,11947387
Southern Asia (FAO),,211,14186864
South-eastern Asia (FAO),,211,1522353
Africa,,211,16282472
Eastern Europe (FAO),,211,173156
Africa (FAO),,211,17346472
Western Europe (FAO),,211,217516
Net Food Importing Developing Countries (FAO),,211,23568694
Brazil,BRA,211,2412848
Lower-middle-income countries,,211,37171596
South America,,211,38494596
South America (FAO),,211,38494596
European Union (27),,211,41625584
European Union (27) (FAO),,211,41625584
United States,USA,211,4245692
Northern America (FAO),,211,468434
North America,,211,5543525
Europe (FAO),,211,5753596
Europe,,211,57629772
China,CHN,211,7942974
China (FAO),,211,8115728
Eastern Asia (FAO),,211,8666993
Americas (FAO),,211,9392985
High-income countries,,211,198781
Asia,,211,12454266
Asia (FAO),,211,12463646
Upper-middle-income countries,,211,14658134
World,OWID_WRL,211,29936656
Haiti,HTI,211,14515.5
Lesotho,LSO,211,1824.6
Montenegro,MNE,211,1123.32
Singapore,SGP,211,116372.89
Caribbean (FAO),,211,116887.1
Macao,MAC,211,12554.69
New Zealand,NZL,211,1299984.8
Laos,LAO,211,131776.5
Nigeria,NGA,211,13362.8
Micronesia (country),FSM,211,1344.51
Sri Lanka,LKA,211,138922.62
Chile,CHL,211,139539.2
Seychelles,SYC,211,1421.65
Suriname,SUR,211,1465.7
Peru,PER,211,1485473.6
Madagascar,MDG,211,15195.2
Lebanon,LBN,211,152532.25
Slovakia,SVK,211,152866.7
Middle Africa (FAO),,211,1535233.8
Malaysia,MYS,211,157445.5
Hong Kong,HKG,211,1622.64
Mozambique,MOZ,211,163534.42
Central African Republic,CAF,211,167394.62
Belize,BLZ,211,16837.34
Tuvalu,TUV,211,169.65
South Korea,KOR,211,188978.5
Senegal,SEN,211,187232.44
Luxembourg,LUX,211,1953.2
Egypt,EGY,211,1956577.1
Iraq,IRQ,211,22155.25
Denmark,DNK,211,248917.9
Myanmar,MMR,211,213314.8
Qatar,QAT,211,2155.69
Colombia,COL,211,2122113.8
Croatia,HRV,211,217435.98
Bulgaria,BGR,211,219317.6
Ukraine,UKR,211,2193317.8
Honduras,HND,211,2247.5
Jordan,JOR,211,22645.34
Central Asia (FAO),,211,2284634.8
Democratic Republic of Congo,COD,211,23124.66
Nicaragua,NIC,211,23938.56
Bahrain,BHR,211,2474.53
Cote d'Ivoire,CIV,211,24872.66
Brunei,BRN,211,24471.9
Iran,IRN,211,254325.2
Costa Rica,CRI,211,258345.97
Burundi,BDI,211,25982.68
Guinea-Bissau,GNB,211,2631.6
Turkey,TUR,211,2624158.8
Zambia,ZMB,211,27696.9
South Africa,ZAF,211,27763.5
Guyana,GUY,211,28752.47
Philippines,PHL,211,2965262.5
Southern Africa (FAO),,211,2976395.8
Turkmenistan,TKM,211,329.44
Cameroon,CMR,211,35996.38
Vietnam,VNM,211,311878.5
East Timor,TLS,211,32916.8
Western Africa (FAO),,211,3376615.8
Guatemala,GTM,211,348938.56
Gabon,GAB,211,36663.4
Italy,ITA,211,396113.8
Saint Kitts and Nevis,KNA,211,397.25
Sierra Leone,SLE,211,4938.55
Paraguay,PRY,211,425186.1
Greece,GRC,211,43489.22
Eastern Africa (FAO),,211,433961.5
Uganda,UGA,211,435829.5
Papua New Guinea,PNG,211,46535.9
Samoa,WSM,211,473.53
Serbia,SRB,211,483.56
Dominican Republic,DOM,211,493126.7
Togo,TGO,211,5177.1
Chad,TCD,211,55672.62
Melanesia,OWID_MNS,211,51454.94
Mauritius,MUS,211,51559.97
Cook Islands,COK,211,581.33
France,FRA,211,5832339.5
Equatorial Guinea,GNQ,211,586.5
Bangladesh,BGD,211,62563.3
Western Asia (FAO),,211,6271537.5
Puerto Rico,PRI,211,63174.67
Burkina Faso,BFA,211,664234.75
Algeria,DZA,211,66771.8
Bahamas,BHS,211,6997.85
Israel,ISR,211,714668.2
Armenia,ARM,211,71681.48
Bolivia,BOL,211,7219.75
Tajikistan,TJK,211,75419.58
Nauru,NRU,211,77.51
Northern Europe (FAO),,211,8255454.5
Portugal,PRT,211,83779.9
Kazakhstan,KAZ,211,838262.9
Niue,NIU,211,84.37
Botswana,BWA,211,85691.53
Rwanda,RWA,211,8763.74
Uzbekistan,UZB,211,878465.9
Ecuador,ECU,211,886326.5
Ireland,IRL,211,938734.5
Polynesia,OWID_PYA,211,9722.25
Saint Vincent and the Grenadines,VCT,212,186.2
Faroe Islands,FRO,212,624
Maldives,MDV,212,84
Sao Tome and Principe,STP,212,915
Comoros,COM,212,2321
Cape Verde,CPV,212,5111
New Caledonia,NCL,212,6779
Gambia,GMB,212,8325
North Macedonia,MKD,212,23124
French Polynesia,PYF,212,1968.4
Eswatini,SWZ,212,26397
Gabon,GAB,212,37563
Georgia,GEO,212,4257
Oman,OMN,212,6584
Trinidad and Tobago,TTO,212,7529
Estonia,EST,212,78226
Latvia,LVA,212,78827
Cyprus,CYP,212,89697
Albania,ALB,212,939
Bosnia and Herzegovina,BIH,212,94264
Guinea,GIN,212,13555
Mauritania,MRT,212,16842
Moldova,MDA,212,11668
Slovenia,SVN,212,1316
Libya,LBY,212,183355
Kyrgyzstan,KGZ,212,192328
Somalia,SOM,212,19459
Cambodia,KHM,212,19985
Lithuania,LTU,212,27397
Mongolia,MNG,212,221412
Angola,AGO,212,242975
Costa Rica,CRI,212,255111
Panama,PAN,212,27771
Azerbaijan,AZE,212,27635
Cuba,CUB,212,283258
Nepal,NPL,212,28793
Afghanistan,AFG,212,336
Norway,NOR,212,333443
North Korea,PRK,212,34348
Switzerland,CHE,212,47337
Serbia,SRB,212,492818
Sweden,SWE,212,495539
Czechia,CZE,212,515733
Tanzania,TZA,212,523179
Burkina Faso,BFA,212,632397
Kenya,KEN,212,636335
Ethiopia,ETH,212,67155
Algeria,DZA,212,69858
Hungary,HUN,212,86289
Ecuador,ECU,212,88831
Austria,AUT,212,91451
Sudan,SDN,212,94
Belarus,BLR,212,1921
Caribbean (FAO),,212,116351
Chile,CHL,212,1474759
Taiwan,TWN,212,1518846
Venezuela,VEN,212,1775627
Vanuatu,VUT,212,7894.2
Ukraine,UKR,212,2258894
Iran,IRN,212,2637118
Indonesia,IDN,212,2658127
South Africa,ZAF,212,2791746
Polynesia,OWID_PYA,212,9883.12
Southern Africa (FAO),,212,2993228
Vietnam,VNM,212,317866
Pakistan,PAK,212,325494
Australia,AUS,212,419969
Canada,CAN,212,431854
Eastern Africa (FAO),,212,4563377
Argentina,ARG,212,517726
Northern Africa (FAO),,212,53782
Spain,ESP,212,5651325
Oceania,,212,64176
Oceania (FAO),,212,64176
Mexico,MEX,212,658345
Western Asia (FAO),,212,658511
Low-income countries,,212,655286
India,IND,212,749584
Central America (FAO),,212,7558527
Russia,RUS,212,89317
Northern Europe (FAO),,212,818486
Land Locked Developing Countries (FAO),,212,9483466
Least Developed Countries (FAO),,212,1111367
Low Income Food Deficit Countries (FAO),,212,1122628
Southern Europe (FAO),,212,122447
Southern Asia (FAO),,212,148951
South-eastern Asia (FAO),,212,1612267
Africa,,212,175429
Africa (FAO),,212,175429
Eastern Europe (FAO),,212,18148
Western Europe (FAO),,212,197198
Net Food Importing Developing Countries (FAO),,212,2499178
Brazil,BRA,212,2458836
Lower-middle-income countries,,212,38454692
South America,,212,3947394
South America (FAO),,212,3947394
European Union (27),,212,41356536
European Union (27) (FAO),,212,41356536
United States,USA,212,42622316
Northern America (FAO),,212,4693317
North America,,212,555985
Europe (FAO),,212,57981988
Europe,,212,587169
China,CHN,212,835724
China (FAO),,212,852533
Eastern Asia (FAO),,212,9115185
Americas (FAO),,212,957198
High-income countries,,212,1957491
Asia,,212,1384255
Asia (FAO),,212,1393226
Upper-middle-income countries,,212,1529517
World,OWID_WRL,212,375323
Montenegro,MNE,212,1322.44
Haiti,HTI,212,1535.5
Lesotho,LSO,212,11177.59
Djibouti,DJI,212,11264.25
Malta,MLT,212,1139.22
Jamaica,JAM,212,115891.1
Singapore,SGP,212,116732.5
Mali,MLI,212,12651.31
Nigeria,NGA,212,12711.1
Macao,MAC,212,12853.99
New Zealand,NZL,212,1312469.9
Micronesia (country),FSM,212,134.73
United Arab Emirates,ARE,212,134783.8
Grenada,GRD,212,1348.82
Laos,LAO,212,138451.16
Dominica,DMA,212,1422.37
El Salvador,SLV,212,14518.25
Suriname,SUR,212,1513.2
Madagascar,MDG,212,15287.53
Slovakia,SVK,212,15376.6
Lebanon,LBN,212,155423.8
Middle Africa (FAO),,212,1568372.4
Peru,PER,212,162419.8
Sri Lanka,LKA,212,16439.73
Malaysia,MYS,212,1649124.8
Hong Kong,HKG,212,166387.3
Central African Republic,CAF,212,16834.77
Niger,NER,212,168679.92
Kiribati,KIR,212,1694.96
South Sudan,SSD,212,17262.45
Tuvalu,TUV,212,171.59
Barbados,BRB,212,1723.8
Belize,BLZ,212,17483.28
Belgium,BEL,212,1788258.8
Mozambique,MOZ,212,191542.6
Small Island Developing States (FAO),,212,19468.5
Denmark,DNK,212,1989131.1
Luxembourg,LUX,212,19898.65
Egypt,EGY,212,199352.8
Senegal,SEN,212,26246.6
Malawi,MWI,212,27475.5
Iraq,IRQ,212,29615.7
South Korea,KOR,212,21187.5
Nicaragua,NIC,212,21449.56
Qatar,QAT,212,22178.58
Bulgaria,BGR,212,222628.45
Myanmar,MMR,212,232669.2
Colombia,COL,212,23692.5
Honduras,HND,212,23175.81
Tonga,TON,212,234.46
Democratic Republic of Congo,COD,212,234378.2
Jordan,JOR,212,235272.89
Central Asia (FAO),,212,236126.2
Bahrain,BHR,212,23962.98
Tokelau,TKL,212,24.21
Ghana,GHA,212,245194.55
Croatia,HRV,212,245468.8
Saint Kitts and Nevis,KNA,212,251.95
Cote d'Ivoire,CIV,212,251343.75
Brunei,BRN,212,25323.52
Guinea-Bissau,GNB,212,2652.5
Netherlands,NLD,212,2686363.2
Thailand,THA,212,272221.8
Saint Lucia,LCA,212,2773.13
Turkey,TUR,212,2838173.5
Cameroon,CMR,212,287981.4
Zambia,ZMB,212,3112.38
Turkmenistan,TKM,212,342.8
Philippines,PHL,212,377156.5
Tunisia,TUN,212,3925.3
Micronesia (FAO),,212,3113.18
Antigua and Barbuda,ATG,212,315.4
Burundi,BDI,212,3158.15
Fiji,FJI,212,3229.86
Iceland,ISL,212,32114.34
Japan,JPN,212,32854.8
Guyana,GUY,212,3383.14
Liberia,LBR,212,33252.58
Western Africa (FAO),,212,3341491.8
East Timor,TLS,212,3424.49
Solomon Islands,SLB,212,3436.25
Bhutan,BTN,212,3444.52
United Kingdom,GBR,212,363855.8
Guatemala,GTM,212,36651.88
Yemen,YEM,212,36852.8
Paraguay,PRY,212,38132.88
Poland,POL,212,3845687.2
Finland,FIN,212,385834.75
Syria,SYR,212,39686.1
Italy,ITA,212,42457.8
Eritrea,ERI,212,4778.5
Sierra Leone,SLE,212,42681.2
Greece,GRC,212,432773.38
Uganda,UGA,212,4372.53
Dominican Republic,DOM,212,438961.88
Papua New Guinea,PNG,212,466545.9
Samoa,WSM,212,4711.66
Togo,TGO,212,49996.76
Mauritius,MUS,212,51485.54
Melanesia,OWID_MNS,212,516685.3
Chad,TCD,212,535413.94
France,FRA,212,5676336.5
Cook Islands,COK,212,581.8
Equatorial Guinea,GNQ,212,591.28
Congo,COG,212,6213.76
Puerto Rico,PRI,212,61218.18
Bangladesh,BGD,212,634479.2
Uruguay,URY,212,6431.94
Saudi Arabia,SAU,212,67268.94
Benin,BEN,212,69685.15
Bahamas,BHS,212,755.67
Israel,ISR,212,736217.1
Armenia,ARM,212,73879.58
Bolivia,BOL,212,76546.1
Nauru,NRU,212,77.49
Palestine,PSE,212,7825.5
Tajikistan,TJK,212,79759.72
Namibia,NAM,212,79839.5
Portugal,PRT,212,81483.2
Germany,DEU,212,8155482.5
Botswana,BWA,212,8467.75
Kazakhstan,KAZ,212,844946.75
Zimbabwe,ZWE,212,849369.1
Niue,NIU,212,85.73
Seychelles,SYC,212,872.73
Kuwait,KWT,212,8979.71
Ireland,IRL,212,93493.94
Rwanda,RWA,212,91128.43
Uzbekistan,UZB,212,93971.6
Morocco,MAR,212,956854.2
Romania,ROU,212,989921.44
Grenada,GRD,213,13.4
Kiribati,KIR,213,1731.2
Faroe Islands,FRO,213,646
