Country,Code,Year,Meat_total
Cote d'Ivoire,CIV,1992,17367.77
Cameroon,CMR,1992,179842.1
Iceland,ISL,1992,18887.7
Western Africa (FAO),,1992,19345.8
French Polynesia,PYF,1992,1992.83
Sierra Leone,SLE,1992,2361.78
Thailand,THA,1992,238279.1
Saint Lucia,LCA,1992,255.26
Central Asia (FAO),,1992,2128415.8
Congo,COG,1992,21345.3
Bhutan,BTN,1992,2137.26
Burundi,BDI,1992,21834.69
Micronesia (FAO),,1992,2264.46
Syria,SYR,1992,233558.88
Tokelau,TKL,1992,24.29
Afghanistan,AFG,1992,242562.78
Bolivia,BOL,1992,247425.12
Northern Africa (FAO),,1992,2596677.5
Dominican Republic,DOM,1992,259998.22
Togo,TGO,1992,27123.93
Burkina Faso,BFA,1992,27218.3
Gabon,GAB,1992,27274.97
Eastern Africa (FAO),,1992,273537.8
Western Asia (FAO),,1992,2783886.8
Netherlands,NLD,1992,2816462.2
Kuwait,KWT,1992,2819.95
Trinidad and Tobago,TTO,1992,28471.17
Hong Kong,HKG,1992,286514.7
Papua New Guinea,PNG,1992,28652.1
Tanzania,TZA,1992,28999.5
Guinea,GIN,1992,3163.57
East Timor,TLS,1992,397.9
Cook Islands,COK,1992,313.8
Melanesia,OWID_MNS,1992,313632.1
Bangladesh,BGD,1992,337147.25
Ukraine,UKR,1992,3491831.5
Spain,ESP,1992,3652724.8
Central America (FAO),,1992,3798696.5
Paraguay,PRY,1992,38321.6
Italy,ITA,1992,3869732.5
Benin,BEN,1992,4158.89
Lithuania,LTU,1992,4261.22
Malawi,MWI,1992,45797.45
Equatorial Guinea,GNQ,1992,458.1
Algeria,DZA,1992,469411.3
Uzbekistan,UZB,1992,471115.7
Oceania,,1992,4857334.5
Oceania (FAO),,1992,4857334.5
Laos,LAO,1992,5287.63
Saint Kitts and Nevis,KNA,1992,54.72
Greece,GRC,1992,513656.56
Faroe Islands,FRO,1992,592.58
Bulgaria,BGR,1992,63163.9
Gambia,GMB,1992,642.23
Mauritania,MRT,1992,661.48
Sao Tome and Principe,STP,1992,624.25
Portugal,PRT,1992,628228.1
Low Income Food Deficit Countries (FAO),,1992,6469742.5
Niue,NIU,1992,65.2
Southern Asia (FAO),,1992,655459.5
Zimbabwe,ZWE,1992,659973.75
Botswana,BWA,1992,6613.67
Namibia,NAM,1992,66834.6
Sri Lanka,LKA,1992,6879.47
El Salvador,SLV,1992,73135.25
Nicaragua,NIC,1992,7521.27
Nigeria,NGA,1992,754377.44
Jamaica,JAM,1992,7762.25
Caribbean (FAO),,1992,77952.6
Middle Africa (FAO),,1992,79847.5
Central African Republic,CAF,1992,79938.5
Lesotho,LSO,1992,8217.44
Malaysia,MYS,1992,82538.8
Maldives,MDV,1992,837.48
Vietnam,VNM,1992,843897.1
Grenada,GRD,1992,85.42
Turkey,TUR,1992,891734.94
Antigua and Barbuda,ATG,1992,98.25
Senegal,SEN,1992,9335.55
Polynesia,OWID_PYA,1992,9355.41
Puerto Rico,PRI,1992,9792.55
Dominica,DMA,1993,1224.7
Saint Vincent and the Grenadines,VCT,1993,1273.4
Comoros,COM,1993,1893.1
Nauru,NRU,1993,73
Tuvalu,TUV,1993,114
Maldives,MDV,1993,85
French Guiana,GUF,1993,1785
Samoa,WSM,1993,4834
New Caledonia,NCL,1993,5531
Guadeloupe,GLP,1993,5828
Martinique,MTQ,1993,5924
Vanuatu,VUT,1993,6754
Cape Verde,CPV,1993,841
Guyana,GUY,1993,9857
Qatar,QAT,1993,15925
Eswatini,SWZ,1993,2554
Mauritius,MUS,1993,2157
Reunion,REU,1993,2739
Oman,OMN,1993,27695
North Macedonia,MKD,1993,36447
Tajikistan,TJK,1993,4459
Malawi,MWI,1993,4575
Tonga,TON,1993,226.7
Armenia,ARM,1993,465
Bosnia and Herzegovina,BIH,1993,481
French Polynesia,PYF,1993,249.5
Albania,ALB,1993,553
Central African Republic,CAF,1993,822
Estonia,EST,1993,8382
Jordan,JOR,1993,1882
Lebanon,LBN,1993,1479
Azerbaijan,AZE,1993,15754
Turkmenistan,TKM,1993,19
Angola,AGO,1993,111973
Iraq,IRQ,1993,116646
Panama,PAN,1993,121111
Somalia,SOM,1993,13185
Yemen,YEM,1993,135163
Libya,LBY,1993,14175
Nepal,NPL,1993,149893
Cambodia,KHM,1993,152544
Slovenia,SVN,1993,17196
Moldova,MDA,1993,178937
Latvia,LVA,1993,1935
Syria,SYR,1993,27648
Democratic Republic of Congo,COD,1993,2125
Kyrgyzstan,KGZ,1993,2143
Myanmar,MMR,1993,215261
Mongolia,MNG,1993,21615
North Korea,PRK,1993,22825
Cuba,CUB,1993,23279
Uganda,UGA,1993,2371
Hong Kong,HKG,1993,269269
Bolivia,BOL,1993,271619
Israel,ISR,1993,286
Finland,FIN,1993,31896
Solomon Islands,SLB,1993,2866.5
Bangladesh,BGD,1993,354425
Slovakia,SVK,1993,382893
Morocco,MAR,1993,43119
Uruguay,URY,1993,438965
Saudi Arabia,SAU,1993,4431
Switzerland,CHE,1993,462639
Sudan (former),,1993,49872
Sweden,SWE,1993,519631
Peru,PER,1993,54815
Chile,CHL,1993,64245
Austria,AUT,1993,81399
Belarus,BLR,1993,8376
Serbia and Montenegro,OWID_SRM,1993,88795
Turkey,TUR,1993,896338
Venezuela,VEN,1993,918674
Ireland,IRL,1993,92991
Egypt,EGY,1993,978862
Czechia,CZE,1993,16684
Hungary,HUN,1993,1118112
Iran,IRN,1993,1218839
Kazakhstan,KAZ,1993,13136
Romania,ROU,1993,141285
Brunei,BRN,1993,5892.2
Pakistan,PAK,1993,164599
Belgium-Luxembourg (FAO),,1993,1652366
Taiwan,TWN,1993,1726177
Denmark,DNK,1993,188145
Lesotho,LSO,1993,8181.5
Northern Africa (FAO),,1993,2682413
Poland,POL,1993,272412
India,IND,1993,27756
Canada,CAN,1993,286731
Low-income countries,,1993,388217
Mexico,MEX,1993,3281125
Australia,AUS,1993,3295747
Japan,JPN,1993,336774
Central America (FAO),,1993,398525
Oceania,,1993,4795367
Oceania (FAO),,1993,4795367
Least Developed Countries (FAO),,1993,496556
Germany,DEU,1993,589256
Land Locked Developing Countries (FAO),,1993,6147136
Southern Asia (FAO),,1993,6471213
France,FRA,1993,6563328
Russia,RUS,1993,748227
South-eastern Asia (FAO),,1993,7532799
Northern Europe (FAO),,1993,877432
Africa,,1993,9116429
Africa (FAO),,1993,9615149
Brazil,BRA,1993,9685447
Southern Europe (FAO),,1993,115162
Net Food Importing Developing Countries (FAO),,1993,1155657
South America,,1993,18335916
South America (FAO),,1993,18335916
Western Europe (FAO),,1993,18343916
Eastern Europe (FAO),,1993,18589442
Lower-middle-income countries,,1993,19818378
United States,USA,1993,31172442
Northern America (FAO),,1993,3433172
European Union (27),,1993,36836268
China,CHN,1993,383933
European Union (27) (FAO),,1993,3848863
North America,,1993,38815668
China (FAO),,1993,4483
Eastern Asia (FAO),,1993,4555341
Europe,,1993,53588468
Europe (FAO),,1993,55162412
Americas (FAO),,1993,57151584
Asia,,1993,6446874
Asia (FAO),,1993,6454717
Upper-middle-income countries,,1993,7789483
High-income countries,,1993,8827785
World,OWID_WRL,1993,19127168
Georgia,GEO,1993,1511.18
Bahrain,BHR,1993,11578.6
Suriname,SUR,1993,11588.4
New Zealand,NZL,1993,1164181.4
Mali,MLI,1993,116898.84
Zambia,ZMB,1993,119252.6
Colombia,COL,1993,123442.9
Madagascar,MDG,1993,123318.84
Fiji,FJI,1993,12377.5
Micronesia (country),FSM,1993,1268.66
Barbados,BRB,1993,13157.8
Croatia,HRV,1993,1327.62
Mozambique,MOZ,1993,1343.66
South Korea,KOR,1993,1354872.4
Small Island Developing States (FAO),,1993,1412917.9
Philippines,PHL,1993,1424876.1
Ghana,GHA,1993,146331.5
Malta,MLT,1993,14742.4
South Africa,ZAF,1993,1484798.8
Macao,MAC,1993,1554.91
Costa Rica,CRI,1993,153439.47
Indonesia,IDN,1993,1548992.5
Guinea-Bissau,GNB,1993,15514.38
Guatemala,GTM,1993,159816.9
Niger,NER,1993,1675.5
Southern Africa (FAO),,1993,164737.2
Liberia,LBR,1993,16727.5
Singapore,SGP,1993,17145.22
Tunisia,TUN,1993,171632.62
Cote d'Ivoire,CIV,1993,17532.73
Seychelles,SYC,1993,1759.98
Chad,TCD,1993,181758.3
Cameroon,CMR,1993,183262.16
Iceland,ISL,1993,19318.63
Western Africa (FAO),,1993,1998144.8
Sierra Leone,SLE,1993,2783.19
Saint Lucia,LCA,1993,282.38
Thailand,THA,1993,212942.8
Congo,COG,1993,21855.8
Bhutan,BTN,1993,22.19
Central Asia (FAO),,1993,2215.5
Burundi,BDI,1993,22118.13
Micronesia (FAO),,1993,2274.16
Eritrea,ERI,1993,23167.63
Norway,NOR,1993,232153.61
Tokelau,TKL,1993,24.29
Eastern Africa (FAO),,1993,2467176.8
Afghanistan,AFG,1993,25182.62
Dominican Republic,DOM,1993,266119.12
Togo,TGO,1993,2691.75
Western Asia (FAO),,1993,2788696.8
Lithuania,LTU,1993,278932.3
Burkina Faso,BFA,1993,279287.9
Gabon,GAB,1993,2885.44
Ukraine,UKR,1993,2889947.5
Netherlands,NLD,1993,2959924.5
Papua New Guinea,PNG,1993,296143.88
Rwanda,RWA,1993,29967.36
Tanzania,TZA,1993,3136.25
Ecuador,ECU,1993,31764.53
East Timor,TLS,1993,31597.3
Guinea,GIN,1993,32363.65
Melanesia,OWID_MNS,1993,323672.88
Trinidad and Tobago,TTO,1993,33217.1
Kenya,KEN,1993,35398.75
United Kingdom,GBR,1993,362935.8
Spain,ESP,1993,376728.5
Cook Islands,COK,1993,377.6
Paraguay,PRY,1993,37785.97
Italy,ITA,1993,3865945.8
Argentina,ARG,1993,392586.2
Ethiopia,ETH,1993,415396.25
Benin,BEN,1993,42482.98
Kuwait,KWT,1993,45924.5
Equatorial Guinea,GNQ,1993,467.1
Zimbabwe,ZWE,1993,4763.4
Algeria,DZA,1993,48994.34
Saint Kitts and Nevis,KNA,1993,493.4
Mauritania,MRT,1993,4975.9
Bahamas,BHS,1993,561.86
Greece,GRC,1993,56514.47
Uzbekistan,UZB,1993,51956.47
Laos,LAO,1993,5533.93
Bulgaria,BGR,1993,556136.9
Sao Tome and Principe,STP,1993,57.56
Faroe Islands,FRO,1993,62.89
Gambia,GMB,1993,6171.73
Low Income Food Deficit Countries (FAO),,1993,623453.5
Belize,BLZ,1993,6277.22
United Arab Emirates,ARE,1993,65898.5
Botswana,BWA,1993,65942.2
Niue,NIU,1993,66.19
Haiti,HTI,1993,66574.28
Portugal,PRT,1993,666424.9
Namibia,NAM,1993,6756.78
Jamaica,JAM,1993,68353.25
Sri Lanka,LKA,1993,76634.97
Cyprus,CYP,1993,78424.5
Caribbean (FAO),,1993,79747.1
El Salvador,SLV,1993,8342.35
Nigeria,NGA,1993,8641.4
Djibouti,DJI,1993,8188.75
Middle Africa (FAO),,1993,82377.1
Nicaragua,NIC,1993,8586.6
Vietnam,VNM,1993,92276.9
Antigua and Barbuda,ATG,1993,92.8
Malaysia,MYS,1993,92294.2
Kiribati,KIR,1993,932.5
Senegal,SEN,1993,94382.1
Grenada,GRD,1993,949.13
Polynesia,OWID_PYA,1993,9491.83
Puerto Rico,PRI,1993,9612.21
Honduras,HND,1993,9752.5
Dominica,DMA,1994,1264.9
Nauru,NRU,1994,73
Tuvalu,TUV,1994,12
French Guiana,GUF,1994,1696
Samoa,WSM,1994,4921
Martinique,MTQ,1994,5487
Guadeloupe,GLP,1994,5665
New Caledonia,NCL,1994,5864
Cape Verde,CPV,1994,6156
Vanuatu,VUT,1994,7124
Djibouti,DJI,1994,8492
Guyana,GUY,1994,128
Guinea-Bissau,GNB,1994,15927
Qatar,QAT,1994,16253
Eswatini,SWZ,1994,18749
Oman,OMN,1994,27863
Reunion,REU,1994,28121
North Macedonia,MKD,1994,3593
Tajikistan,TJK,1994,4142
Bosnia and Herzegovina,BIH,1994,427
Malawi,MWI,1994,4326
Tonga,TON,1994,222.2
Tokelau,TKL,1994,24.4
Estonia,EST,1994,69461
Azerbaijan,AZE,1994,96992
Lebanon,LBN,1994,157
French Polynesia,PYF,1994,2189.2
Turkmenistan,TKM,1994,17
Jordan,JOR,1994,1987
Angola,AGO,1994,1125
Panama,PAN,1994,117139
Croatia,HRV,1994,1318
Bhutan,BTN,1994,2265.3
Yemen,YEM,1994,13547
Somalia,SOM,1994,135635
Latvia,LVA,1994,13626
Libya,LBY,1994,143588
Cambodia,KHM,1994,14848
Moldova,MDA,1994,152341
Nepal,NPL,1994,154343
Slovenia,SVN,1994,173519
Kyrgyzstan,KGZ,1994,1972
North Korea,PRK,1994,2225
Mongolia,MNG,1994,23928
Democratic Republic of Congo,COD,1994,213663
Myanmar,MMR,1994,2316
Norway,NOR,1994,239455
Cuba,CUB,1994,241437
Israel,ISR,1994,314465
Finland,FIN,1994,32611
Kenya,KEN,1994,353566
Solomon Islands,SLB,1994,2874.5
Slovakia,SVK,1994,3613
Morocco,MAR,1994,4225
Switzerland,CHE,1994,437364
Saudi Arabia,SAU,1994,4635
Uruguay,URY,1994,49359
Sudan (former),,1994,5329
Sweden,SWE,1994,544415
Peru,PER,1994,55894
Portugal,PRT,1994,666818
Chile,CHL,1994,72337
Belarus,BLR,1994,7428
Austria,AUT,1994,799479
Czechia,CZE,1994,8586
Ireland,IRL,1994,85269
Venezuela,VEN,1994,88412
Serbia and Montenegro,OWID_SRM,1994,887139
Hungary,HUN,1994,14783
Egypt,EGY,1994,168216
Kazakhstan,KAZ,1994,1286
Iran,IRN,1994,128547
Romania,ROU,1994,1381275
South Korea,KOR,1994,1395821
Gambia,GMB,1994,643.2
Indonesia,IDN,1994,165297
Belgium-Luxembourg (FAO),,1994,1682946
Pakistan,PAK,1994,175842
Taiwan,TWN,1994,1815561
Denmark,DNK,1994,1889334
Suriname,SUR,1994,7222.3
Poland,POL,1994,2514818
India,IND,1994,28836
Canada,CAN,1994,31811
Western Asia (FAO),,1994,35478
Low-income countries,,1994,316242
Japan,JPN,1994,3258716
Australia,AUS,1994,333887
Mexico,MEX,1994,3523759
Central America (FAO),,1994,4284334
Germany,DEU,1994,5729779
Low Income Food Deficit Countries (FAO),,1994,6342767
South-eastern Asia (FAO),,1994,77955
Northern Europe (FAO),,1994,88461
Africa,,1994,921911
Africa (FAO),,1994,97494
Southern Europe (FAO),,1994,121781
Brazil,BRA,1994,148953
Net Food Importing Developing Countries (FAO),,1994,11873566
Eastern Europe (FAO),,1994,169612
Western Europe (FAO),,1994,1832613
South America,,1994,19445316
South America (FAO),,1994,19445316
Lower-middle-income countries,,1994,234758
United States,USA,1994,3222968
Northern America (FAO),,1994,352478
European Union (27),,1994,365485
European Union (27) (FAO),,1994,3773779
North America,,1994,4299356
China,CHN,1994,4356576
China (FAO),,1994,45152828
Eastern Asia (FAO),,1994,521152
Europe,,1994,5197379
Europe (FAO),,1994,53572972
Americas (FAO),,1994,5974467
Asia,,1994,69854936
Asia (FAO),,1994,699387
Upper-middle-income countries,,1994,8283665
High-income countries,,1994,8932856
World,OWID_WRL,1994,19792938
Georgia,GEO,1994,17735.96
Mali,MLI,1994,116947.36
Zambia,ZMB,1994,117914.8
Iraq,IRQ,1994,119386.75
New Zealand,NZL,1994,1236635.4
Barbados,BRB,1994,12442.8
Madagascar,MDG,1994,124849.95
Honduras,HND,1994,127234.5
Micronesia (country),FSM,1994,1275.65
Saint Vincent and the Grenadines,VCT,1994,1286.35
Colombia,COL,1994,13352.1
Bahrain,BHR,1994,13438.8
South Africa,ZAF,1994,1365172.8
Small Island Developing States (FAO),,1994,1393789.2
Mozambique,MOZ,1994,146269.12
Philippines,PHL,1994,148221.9
Ghana,GHA,1994,148594.78
Fiji,FJI,1994,14911.5
Southern Africa (FAO),,1994,1517835.1
Malta,MLT,1994,15785.4
Macao,MAC,1994,1579.4
Niger,NER,1994,165937.5
Liberia,LBR,1994,16824.48
Singapore,SGP,1994,169985.23
Guatemala,GTM,1994,17192.94
Costa Rica,CRI,1994,17364.73
Tunisia,TUN,1994,174274.22
Cote d'Ivoire,CIV,1994,175654.11
Cameroon,CMR,1994,178739.69
Seychelles,SYC,1994,192.31
Chad,TCD,1994,19251.4
Comoros,COM,1994,1923.42
Iceland,ISL,1994,19642.19
Thailand,THA,1994,2644.2
Central Asia (FAO),,1994,265942.4
Burundi,BDI,1994,283.98
Western Africa (FAO),,1994,285289.9
Saint Lucia,LCA,1994,2117.82
Sierra Leone,SLE,1994,21185.43
Congo,COG,1994,22245.7
Lithuania,LTU,1994,226682.81
Uganda,UGA,1994,22732.12
Dominican Republic,DOM,1994,227832.92
Micronesia (FAO),,1994,2281.15
Syria,SYR,1994,235655.66
Mauritius,MUS,1994,23971.19
Eastern Africa (FAO),,1994,2498768.5
Eritrea,ERI,1994,2597.2
Hong Kong,HKG,1994,264899.5
Afghanistan,AFG,1994,27378.47
Togo,TGO,1994,27323.57
Ukraine,UKR,1994,2745471.5
Northern Africa (FAO),,1994,281745.5
Gabon,GAB,1994,28186.45
East Timor,TLS,1994,28215.66
Rwanda,RWA,1994,28761.47
Netherlands,NLD,1994,29959.8
Burkina Faso,BFA,1994,292636.22
Trinidad and Tobago,TTO,1994,2963.23
Bolivia,BOL,1994,29855.22
Tanzania,TZA,1994,31287.53
Papua New Guinea,PNG,1994,35342.34
Ecuador,ECU,1994,326731.78
Melanesia,OWID_MNS,1994,336116.34
Guinea,GIN,1994,34949.25
Bangladesh,BGD,1994,37178.88
United Kingdom,GBR,1994,3779454.8
Italy,ITA,1994,383474.5
Spain,ESP,1994,3841487.8
Paraguay,PRY,1994,393855.72
Argentina,ARG,1994,396552.8
Ethiopia,ETH,1994,415979.22
Bulgaria,BGR,1994,43772.12
Cook Islands,COK,1994,443.5
Benin,BEN,1994,45417.8
Armenia,ARM,1994,45576.31
Bahamas,BHS,1994,4644.33
Equatorial Guinea,GNQ,1994,475.55
Oceania,,1994,4923626.5
Oceania (FAO),,1994,4923626.5
Zimbabwe,ZWE,1994,493821.28
Algeria,DZA,1994,498832.2
Greece,GRC,1994,5847.97
Least Developed Countries (FAO),,1994,511584.5
Uzbekistan,UZB,1994,511722.34
Mauritania,MRT,1994,5373.18
Saint Kitts and Nevis,KNA,1994,544.36
Botswana,BWA,1994,57452.56
Sao Tome and Principe,STP,1994,582.98
Laos,LAO,1994,58658.78
Land Locked Developing Countries (FAO),,1994,66248.5
Faroe Islands,FRO,1994,61.5
Brunei,BRN,1994,6349.32
Albania,ALB,1994,6411.44
Niue,NIU,1994,66.43
France,FRA,1994,676751.5
Russia,RUS,1994,6771927.5
Southern Asia (FAO),,1994,68163.5
Namibia,NAM,1994,68192.5
Jamaica,JAM,1994,68485.25
Palestine,PSE,1994,69711.5
Haiti,HTI,1994,69869.11
Kuwait,KWT,1994,74643.25
United Arab Emirates,ARE,1994,75417.86
Caribbean (FAO),,1994,767943.5
El Salvador,SLV,1994,77516.5
Lesotho,LSO,1994,8268.77
Middle Africa (FAO),,1994,8355.6
Cyprus,CYP,1994,83765.59
Central African Republic,CAF,1994,8485.89
Nicaragua,NIC,1994,84849.8
Maldives,MDV,1994,852.49
Nigeria,NGA,1994,861483.25
Belize,BLZ,1994,8867.36
Sri Lanka,LKA,1994,9522.55
Antigua and Barbuda,ATG,1994,93.8
Kiribati,KIR,1994,932.5
Grenada,GRD,1994,948.12
Puerto Rico,PRI,1994,95384.49
Turkey,TUR,1994,9619.4
Senegal,SEN,1994,9612.64
Vietnam,VNM,1994,96956.7
Polynesia,OWID_PYA,1994,9786.72
Malaysia,MYS,1994,984851.3
Dominica,DMA,1995,1264.9
Micronesia (country),FSM,1995,1285.1
Nauru,NRU,1995,73
Tuvalu,TUV,1995,121
French Guiana,GUF,1995,249
Martinique,MTQ,1995,4729
Samoa,WSM,1995,4731
Guadeloupe,GLP,1995,5484
New Caledonia,NCL,1995,5495
Brunei,BRN,1995,558
Vanuatu,VUT,1995,6949
Djibouti,DJI,1995,8298
Cape Verde,CPV,1995,9659
Guyana,GUY,1995,12398
Fiji,FJI,1995,1527
Qatar,QAT,1995,15598
Eswatini,SWZ,1995,19422
Reunion,REU,1995,2932
North Macedonia,MKD,1995,31411
Bosnia and Herzegovina,BIH,1995,3937
Tajikistan,TJK,1995,444
Tokelau,TKL,1995,24.3
Malawi,MWI,1995,47444
Albania,ALB,1995,667
Estonia,EST,1995,6771
Palestine,PSE,1995,7455
El Salvador,SLV,1995,8426
Lebanon,LBN,1995,963
United Arab Emirates,ARE,1995,93459
Azerbaijan,AZE,1995,9552
Angola,AGO,1995,12145
Turkmenistan,TKM,1995,115
Latvia,LVA,1995,12291
Honduras,HND,1995,122975
Jordan,JOR,1995,123972
Yemen,YEM,1995,12839
Moldova,MDA,1995,1344
Panama,PAN,1995,136427
Somalia,SOM,1995,14479
Cambodia,KHM,1995,15194
Nepal,NPL,1995,158748
Libya,LBY,1995,168246
Slovenia,SVN,1995,1756
Kyrgyzstan,KGZ,1995,179943
North Korea,PRK,1995,18527
Democratic Republic of Congo,COD,1995,211518
Mongolia,MNG,1995,211627
Cuba,CUB,1995,236571
Norway,NOR,1995,2444
Israel,ISR,1995,3116
Finland,FIN,1995,31423
Slovakia,SVK,1995,339377
Solomon Islands,SLB,1995,289.5
Morocco,MAR,1995,427484
Switzerland,CHE,1995,448627
Uruguay,URY,1995,458167
Saudi Arabia,SAU,1995,465136
Sweden,SWE,1995,556986
Sudan (former),,1995,583763
Belarus,BLR,1995,6568
Portugal,PRT,1995,66914
Austria,AUT,1995,764849
Chile,CHL,1995,769847
Czechia,CZE,1995,862395
Ireland,IRL,1995,88364
Venezuela,VEN,1995,9735
Kazakhstan,KAZ,1995,989
Serbia and Montenegro,OWID_SRM,1995,17283
Romania,ROU,1995,1243814
Iran,IRN,1995,132213
South Africa,ZAF,1995,1366952
South Korea,KOR,1995,1429967
Indonesia,IDN,1995,1564432
Belgium-Luxembourg (FAO),,1995,17514
Central Asia (FAO),,1995,1835722
Taiwan,TWN,1995,1853587
Denmark,DNK,1995,1854488
Pakistan,PAK,1995,18575
Eastern Africa (FAO),,1995,2599584
Poland,POL,1995,2822
Western Asia (FAO),,1995,2844335
India,IND,1995,29923
Canada,CAN,1995,312489
Japan,JPN,1995,316469
Australia,AUS,1995,3297625
Mexico,MEX,1995,3779154
Oceania,,1995,4944629
Oceania (FAO),,1995,4944629
Germany,DEU,1995,5788
Low Income Food Deficit Countries (FAO),,1995,654278
France,FRA,1995,69763
Southern Asia (FAO),,1995,711394
Africa,,1995,9516262
Africa (FAO),,1995,1125
Southern Europe (FAO),,1995,143888
Brazil,BRA,1995,11816818
Net Food Importing Developing Countries (FAO),,1995,12429344
Eastern Europe (FAO),,1995,1571573
Western Europe (FAO),,1995,1858846
Lower-middle-income countries,,1995,2734344
South America (FAO),,1995,2967914
South America,,1995,2967916
United States,USA,1995,33486448
European Union (27),,1995,36548576
Northern America (FAO),,1995,36588936
European Union (27) (FAO),,1995,38299616
North America,,1995,4196274
China,CHN,1995,499187
Europe,,1995,51169212
China (FAO),,1995,523788
Europe (FAO),,1995,528341
Eastern Asia (FAO),,1995,5728812
Americas (FAO),,1995,629362
Asia,,1995,766166
Asia (FAO),,1995,767231
Upper-middle-income countries,,1995,899518
High-income countries,,1995,9121494
World,OWID_WRL,1995,275116
Vietnam,VNM,1995,13813.75
Malaysia,MYS,1995,17746.3
Hungary,HUN,1995,146474.8
Iraq,IRQ,1995,11199.25
Zambia,ZMB,1995,111872.8
Egypt,EGY,1995,1129312.5
Georgia,GEO,1995,115441.61
Mali,MLI,1995,11852.29
Croatia,HRV,1995,122423.2
New Zealand,NZL,1995,1289954.5
Saint Vincent and the Grenadines,VCT,1995,13.19
Madagascar,MDG,1995,1382.41
Barbados,BRB,1995,13868.8
Colombia,COL,1995,141843.5
Small Island Developing States (FAO),,1995,1443869.1
Bahrain,BHR,1995,14794.57
Ghana,GHA,1995,148669.45
Southern Africa (FAO),,1995,1533285.6
Malta,MLT,1995,15372.6
Macao,MAC,1995,15654.54
Niger,NER,1995,157393.5
Philippines,PHL,1995,1581989.4
Guinea-Bissau,GNB,1995,1629.5
Mozambique,MOZ,1995,162884.17
Liberia,LBR,1995,16921.9
Singapore,SGP,1995,171857.52
Burundi,BDI,1995,17645.32
Costa Rica,CRI,1995,177829.95
Tunisia,TUN,1995,178288.55
Guatemala,GTM,1995,17925.42
Cote d'Ivoire,CIV,1995,179828.1
Cameroon,CMR,1995,182867.62
Comoros,COM,1995,193.65
Iceland,ISL,1995,23.74
Chad,TCD,1995,23195.92
Thailand,THA,1995,251748.6
Tonga,TON,1995,275.88
Sierra Leone,SLE,1995,2174.5
Lithuania,LTU,1995,2181.9
Saint Lucia,LCA,1995,2112.97
Seychelles,SYC,1995,2135.31
Western Africa (FAO),,1995,214298.8
French Polynesia,PYF,1995,2234.85
Congo,COG,1995,22614.6
Micronesia (FAO),,1995,229.51
Uganda,UGA,1995,231768.38
Ukraine,UKR,1995,2357186.2
Mauritius,MUS,1995,23988.52
Bhutan,BTN,1995,2459.75
Hong Kong,HKG,1995,249937.6
Rwanda,RWA,1995,2536.9
Togo,TGO,1995,25242.67
Myanmar,MMR,1995,257719.66
Eritrea,ERI,1995,25845.6
Syria,SYR,1995,25992.1
Dominican Republic,DOM,1995,265755.78
East Timor,TLS,1995,27566.6
Gabon,GAB,1995,28226.4
Oman,OMN,1995,28579.1
Netherlands,NLD,1995,285959.5
Afghanistan,AFG,1995,28796.3
Northern Africa (FAO),,1995,2984481.2
Burkina Faso,BFA,1995,37966.6
Bolivia,BOL,1995,313285.7
Papua New Guinea,PNG,1995,314456.34
Low-income countries,,1995,3234287.2
Trinidad and Tobago,TTO,1995,33191.36
Tanzania,TZA,1995,341164.25
Melanesia,OWID_MNS,1995,344997.84
Kenya,KEN,1995,357988.25
Ecuador,ECU,1995,358229.53
Italy,ITA,1995,3817419.2
United Kingdom,GBR,1995,3829743.5
Bangladesh,BGD,1995,38534.78
Argentina,ARG,1995,39613.5
Spain,ESP,1995,3977137.5
Paraguay,PRY,1995,41621.75
Ethiopia,ETH,1995,414872.38
Guinea,GIN,1995,43764.4
Benin,BEN,1995,4382.63
Central America (FAO),,1995,457145.5
Bulgaria,BGR,1995,474466.97
Armenia,ARM,1995,48366.8
Equatorial Guinea,GNQ,1995,484.55
Algeria,DZA,1995,497387.16
Cook Islands,COK,1995,56.5
Uzbekistan,UZB,1995,511878.94
Zimbabwe,ZWE,1995,522544.88
Greece,GRC,1995,525789.25
Least Developed Countries (FAO),,1995,539416.5
Saint Kitts and Nevis,KNA,1995,543.56
Mauritania,MRT,1995,54647.3
Russia,RUS,1995,5784459.5
Sao Tome and Principe,STP,1995,591.29
Land Locked Developing Countries (FAO),,1995,5936897.5
Peru,PER,1995,64523.7
Faroe Islands,FRO,1995,611.22
Gambia,GMB,1995,6285.81
Namibia,NAM,1995,6456.99
Kuwait,KWT,1995,657.85
Haiti,HTI,1995,65985.86
Niue,NIU,1995,67.42
Laos,LAO,1995,67656.6
Suriname,SUR,1995,6768.38
Jamaica,JAM,1995,69266.25
Turkey,TUR,1995,71758.94
Botswana,BWA,1995,74248.75
Bahamas,BHS,1995,7749.46
South-eastern Asia (FAO),,1995,78925.5
Caribbean (FAO),,1995,83623.25
Northern Europe (FAO),,1995,815146.5
Middle Africa (FAO),,1995,84575.1
Nicaragua,NIC,1995,84843.2
Maldives,MDV,1995,858.32
Lesotho,LSO,1995,865.88
Cyprus,CYP,1995,86246.7
Central African Republic,CAF,1995,88931.78
Nigeria,NGA,1995,893695.2
Belize,BLZ,1995,9284.86
Kiribati,KIR,1995,932.5
Antigua and Barbuda,ATG,1995,934.56
Puerto Rico,PRI,1995,93897.28
Sri Lanka,LKA,1995,95716.7
